disease,symptoms_used,generated_call
Burns,"Weakness, Burns, Blisters","I— I... I need help— [breathing heavily] she, she's— [sobbing] she's very, uh, very hot, um, hotter than I've felt before. She can't— she can't stop shaking— [sobbing] it's like, uh, like her whole body is, is, um, having a spasm or something. Her, uh, her skin is all, uh, mottled, like blue— [gasping] like blue and uh, gray— oh, God... [sirens in distance] And,-and her breathing... it's all, um, all wrong, all ragged and... I dunno, it's like, like something gurgling, just like when you— [choking] when you're drowning. Please, uh, please hurry."
Burns,"Headache, Arrhythmia, Blisters","Uh—hello? I— I need help! [gasping] My—my friend—he's suddenly got this— I don't know! He just— [sighs] he has a high—high fever—sweating profusely. And—that's not all. He's getting these chills, and he's all shaky with teeth clattering together. I'm—I'm really scared!

[breathing heavily] Right now he's lying in bed and he's not really— open his eyes, he's sleepy— but not sleeping if you know what I mean? And, and— [crying] sometimes he just wakes up, crying from the pain! He's been complaining about his joints and muscles hurting so much. I— I'm not sure what to do. Please—help!"
Burns,"Arrhythmia, Headache, Burns","Uh— um, h-hello— I think— I think I need help— [coughing] God, it's hard to breathe— There's this sharp pain in my chest, my heart, it's pounding; I can hear it— [wheezing] in my ears. [breathing heavily] I can barely stand, my legs are all weak and shaky and I— [gasping] I can't cool down. I'm sweating like crazy, and my head feels so hot. I'm scared. Please, someone, h-help— [crying]"
Burns,"Arrhythmia, Blisters, Weakness","Oh God— [gasping] you gotta send someone quick. I— uh, my friend… she— she just— oh Jesus… can't— can't seem to catch her breath. And— and— [shaking] her skin, it's… it's all ashy, like… like gray dust. Please, she's— [sniffles] she's having these awful, painful coughs and— she's burning up, so hot.

[crying] I tried to give her some water, but she— she just spits it up. And her chest, it's… it's all tight. Like— like she's got some heavy weight sitting on it. And she keeps... um... she keeps hallucinating too. Please, hurry… [heavy breathing] too scared to move her. Don't know who else to call."
Burns,"Weakness, Blisters, Burns","I— I don't know what's happening... [sobbing] He... he's got this horrible— [gasping] horrible pain in his chest. It's making him all sweaty and he's barely breathing. He— he can't stop coughing! [coughing in the distance] And this weird rash that's all over his arms and legs... It's so— [breathing heavily] so scary... His face is so pale, his lips are all blue... [whispering] He's so cold to touch, but his body... his body is burning up. Please, please... [crying] we need help, we need help right now!"
Burns,"Headache, Blisters, Burns","I— I don't know what's... what's happening— [gasping]. My heart's pounding — feels like it's going to burst out of my chest. And, and I can't— I can't catch my breath, [coughing], so short of breath. There's this bad headache, too, just— [breathes heavily] —won't go away. And I've felt so dizzy— about to fall over any minute [sobbing]. I— I never felt this before.

And my legs... they've gone weak, can't seem to stand straight— uh— keep on trembling [sniffles]. I— I need help... please. Can't— can't keep this up. [sighs] ...Feels like... like I'm... uh... going to black out any moment now [whispering]. Can— Can someone please get here fast?"
Burns,"Weakness, Blisters, Burns","[sobbing] I— I need help. My— my husband... [gasping] He's uh— he's sweating so much, his skin, it's just so cold, so— so cold and clammy. He's uh—um, he's having trouble breathing. [wheezing] Uh— he's um— dizzy, keeps— keeps falling over. Um, his eyes— they're just so far away. [crying] I— I feel his [whispering] heart beat... it's um, it's going too fast, faster than usual. [sirens in distance] He— he needs help. Please— Please hurry!"
Blast Injury,"Arrhythmia, Dizziness, Burns","Uh— oh god, um— [breathing heavily] it's— my— my husband— I think he's having trouble— breathing. He— he's totally out of breath, like he just ran a marathon— can't barely move. Chest— he's clutching at it—

[crying] And his face, god his face— it's so pale! Clammy, sweat-soaked curls all over his forehead. And his eyes— they're glassy— like staring into nothing. He's not saying anything— just taking in these shallow breaths. Please— please hurry!"
Blast Injury,"Arrhythmia, Chest Pain, Dizziness","I— I just— [gasping] oh god… my son [sobbing], he— he can't breathe properly— his chest, it’s so tight— and he's sweating so much, his— his shirt is completely drenched. [coughs]

He— he was— [wheezing] oh god— playing just— just now and— and suddenly he collapsed. [heavy breathing] I— I just don't know what to— to do. He's got this— this… awful rash, it's all— all over his arms and legs... and he— he keeps complaining about his— his head aching. Please— [sirens in distance] oh thank god— help's on the way…"
Blast Injury,"Arrhythmia, Dizziness, Burns","Uh— hello? Hello, uh, I— I need help... I— [breath hitches] I don't know what's happening... I just— [shivering] I've been feeling— r-really tired... and I can't... um, I can't seem to get warm— b-but I'm sweating... and I [sighing] sure don't smell too good... I've got some— some sort of rash all over— [sneeze] oh God... Uh, i-it hurts to swallow... I've got like, um, bumps in my mouth? I— I— [cough] I've got this horrible ache— feels... feels like it's in my bones or something... I can't really... can't focus, like I've been drinking... three days straight... Hell, I even— [coughing, a lull, then in a whisper] even threw up some... [hesitates] blood... or something, I— I don't know... [siren in distance] just— please... hurry."
Blast Injury,"Chest Pain, Shortness of Breath, Burns","Uh— h-h-hello? P-please, I— I need help. My friend— he just— [gasping] collapsed. He's—I don't know— [crying] unresponsive! Cold or um, clammy skin— it's so frightening. I— ah, he's sweating so much— I don't know what to do— I... [sobbing] I can't even wake him up. 

[coughing] I— I think he has trouble breathing, you know? His respiration— it's irregular, like— like he can't get enough air in his lungs. H-his nostrils are flaring— and, oh God! His lips— they're turning blue. [sobbing] Please hurry! What—What if he... [whispering] oh, God!"
Blast Injury,"Chest Pain, Arrhythmia, Dizziness","I— um, I—I need help. My—my friend, something's wrong with him. He's [gasping]— can't seem to catch his breath. And he's uh, he's shaking too— like full-on trembling. Keeps holding his chest too, like it— it's hurting him. Oh God, I—uh, I don't know what to do. [sobbing] He's— he's not responding to me, just staring blankly, an—and stumbling around like he's dizzy or something. [breathing heavily] He's so pale— I've never— I've never seen him like this... Please, he— he needs help right now! [sirens in distance]"
Blast Injury,"Arrhythmia, Shortness of Breath, Burns","Oh my god— I— I... [sobbing] He collapsed. Back from the grocery store and— and he just felt out of breath, you know? [gasping] His face— It's so pale... and sweating loads… and— and his skin— it’s cold. Dreadfully cold. He said he’d— he’d been feeling weaker for the past few days and [breathing heavily]... it was nothing, he said… But, uh… His eyes, they— they went from tired to just— just so dull and lifeless… And now he’s… he’s not responding to me. He’s not… [crying] Please... help.

I— I think he’s got this, uhm, high fever too— and—and his breathing... it's shallow... and so rapidly- uh-uh it's not normal. [coughing] There’s— there’s a pain, it burns in his chest, he said so... [sniffles] he was just holding his chest.... clutching... [whispering] Please help him, I— I don’t— I don’t know what to do… [sirens in distance] Hurry… Please."
Blast Injury,"Dizziness, Shortness of Breath, Arrhythmia","Oh God— I can't bel— [sobbing] he... he collapsed, right there! Right on the floor— and he's so hot— his temp— temperature is off the charts. And... and I— [gasping] and he's getting these rashes, these awful red rashes all over... I— I don't [whispering] know what to do... he's burning, I can feel it.

Struggling to breathe— [wheezing] and I— I've tried to give him water... but he's just tossing and turning... his muscles are so weak, he can barely move. [crying] And— And his head... oh god, his head... he's in so much pain. [sirens in distance] Please... help him!"
Blast Injury,"Dizziness, Shortness of Breath, Arrhythmia","I— I can't believe this— I don't know what's happening— [crying] He— he just dropped his coffee mug and started coughing like he couldn't breathe... [wheezing] And now, he's... he's kinda just collapsed on the floor, uh not— not moving much. His skin, it's— it's all—as if it's on fire, red and rashed, like a real bad sunburn...

In the middle of the room, [sniffles] just— just shivering and sweating... [gasping] and his eyes, his eyes... they're glassy, almost...almost as if he's...um, not all there. Just, you know, kinda staring blank. [whimpering] Please— I need help— he needs help..."
Blast Injury,"Dizziness, Burns, Shortness of Breath","I— I... I think I need help— [breathing heavily] my... my chest is just...s-so tight. [gasping] It's like right in the middle of my chest, and it’s... it’s really painful. I— I have a fever, I'm so hot and cold at the same time. It's hard to... to- [coughing]…hard to b-breath and my limbs, they're loosing strength. I can't, I can't stand up, I don’t know— [whispering] what’s happening…[sighs]

Uhm, my— my throat is dry, it burns actually. I got this rash all over my body— [gasping] it’s intense, right on the skin. It’s all blotchy and red. They really, uh…um they itch. Uh, It’s so bright out, and it’s hurting my— my eyes… [crying] what’s going on? [sirens in distance] I'm—I'm scared…"
Blast Injury,"Chest Pain, Arrhythmia, Dizziness","H-hello? I— I need help. My friend... he— he's in bad shape. He won't stop shivering— like he's freezing. And his skin— it's pale, and clammy... like— I mean, like he's been in the cold for hours, but... but we're inside. His chest— it hurts— he keeps clutching at it. Can't breathe right— [gasping] like he's gasping for air just sitting there. And the d-dizziness... he's so dizzy he can just barely stay on his feet. Plus headaches... severe headaches and nausea. Please, h-hurry. [sobbing] He's slipping.

I— I don't know what's wrong with him. First the fever and severe muscle aches, then the weakness... he can't even move. He keeps talking about things that... that don't make sense... like he's hallucinating. I've tried to keep him awake, but... but his eyes just keep rolling back. He— he's convulsing. [crying] Please, hurry. I— I don't know what to do."
Fractures,"Burns, Pain, Limb Deformity","Uh— I don't— [gasping] I don't know what to do. He's— He's on the floor. [sobs] His-lips, they're all-blue-s-stand pale and he's sh-shaking uncontrollably. [wheezing] And he— he's not— he's not responding when I talk. He's so cold— c-colder than he should be. 

[heavy breathing] His eyes— He keeps blinking them really fast. Then he—he looks at me, blinking slower and— and slower. It's like he's not even there— there in the eyes. And—and then he stops blinking altogether. [crying] Oh God— [sirens in distance] Please—please hurry."
Fractures,"Limb Deformity, Pain, Arrhythmia","Oh God— [breathing heavily] I— I... I'm—I'm feeling this— this heavy pressure in my chest. Uh— it's like—like something's s—s—sitting on it. And— and I can't— [wheezing] can't seem to get a full breath. [coughing] Oh, Lord. I— I'm so— so cold, but— [gasping] I’m so sweaty. Funny thing is, um, I feel this... this really weird tingling in my arm, like it's asleep or something. Uh, it— it's kind of numb too. [sobbing] Lord, I can't hold anything with this hand. I— I can barely stand up. [whispering] Uh... um... I'm really scared. I— I don't know what's happening."
Fractures,"Pain, Swelling, Arrhythmia","I— I need help... [gasping]. I— I think something's wrong with my— my wife. She... she was fine, but now she's sweating, I mean [whispering] dripping in sweat. And I— I can't wake her up, she's unconscious or something. Her breathing's heavy as well— [sighs] it's this weird rattle. And she's hot, so hot to the touch, like a— a fever but worse. [sobbing] Please, come… hurry!"
Fractures,"Burns, Arrhythmia, Pain","Oh, my gosh— I— I need help. S-someone's not— uh, not right. Same man from work, y-you know? [breathing heavily] He's— he's sweating, like, a lot. P-pervasive, just soaking through his clothes. And he— he keeps touching his head— it's, uh, it's blazing hot. [coughing] ...and, and he's been coughing. He can't stop.

[sobbing] He's all shaky, like, like you feel when you're really, really scared, y'know? A-and he can't breathe. Just, um— gasping, y'know? He's never like this, he— he's always full of life, but now... his face, it— it's all pale, like he's seen a ghost. [sighs] Please— hurry."
Fractures,"Limb Deformity, Arrhythmia, Burns","I— I just— [sobbing] he started shaking— shaking really bad, outta nowhere, couldn't— couldn't even keep his balance. Lost all his strength— fell right on the floor. [heavy breathing] I— I can't, his eyes— they're— they're not focusing. He's feeling real hot, skin's burning up— feels like he's on fire.

Then he's uh— starts saying things, weird— weird things [sobbing]. I—  I don't know what's happening. He says— says it's hard to breathe— like he's— he's drowning. He's— he's just laying there— now, quiet— too quiet [coughing]. I'm— I'm scared. Please— please hurry, I— I don't want to lose him— [crying]."
Fractures,"Swelling, Limb Deformity, Arrhythmia","I— I need help— [gasping] my husband— he's sick! His chest is tight, he's coughing violently and can hardly breathe… [sobbing] he's shivering, so cold and his face— his face is so pale… [catches breath] He woke up drenched in sweat and with a high fever— saying he has a splitting headache. The strange thing is— [whispering] he's lost his taste and sense of smell… His eyes are red and watery— and— [crying] he's so weak... We— we're scared, please hurry!"
Fractures,"Arrhythmia, Swelling, Burns","I— I can't believe— [breathing heavily] my husband, he's— his chest is really tight and he's sweatin' a lot. He- he keeps on clutchin' his chest and- and he's having a hard time breathing too — like [wheezing]. I— I gave him a glass of water but he— [coughing] he just threw it up— [crying] just everywhere... he's way too hot and his pulse is so fast, I— I don't know what's happening— I just— [frustrated sigh]"
Fractures,"Swelling, Limb Deformity, Arrhythmia","I— I don't know what's wrong— I've been feeling so off— [breathing heavily] My chest hurts so bad, it's like—like someone stomped on it, and I— I can't catch my breath... [wheezing] And I'm so tired... I don't mean a little tired; I'm talking about bone-deep, can't-stay-awake kind of tired... [sobs] God, my head— it feels like it's about to explode, and it's been that way for days now! [heavy sighs]

And the nausea? It's the worst. Like I've been on a spinning wheel— [gags]— non-stop. I haven't been able to keep anything down, not even water. [coughing] And my throat— [throat clearing] it's dry and it hurts to swallow. [sobbing] Please, I— I need help..."
Fractures,"Pain, Limb Deformity, Swelling","I— I just— I— [gasping] I really don't know what's happening. My f— friend, he— he— he can't catch his breath [wheezing] and he's burning up— he's really hot to touch! There's— [crying] there's red patches al— all over— all over his body. And— and he's shaking— shaking like a leaf! [breathing heavily] 

[sobbing] It— it's ju— just so sudden. One moment, he's fine and then the next— I— I don't think— I can't— his legs [gasping], they were— stumbling and really w— weak. He— he was hydrating, I promise— drinks water all the time— but he doesn't— he doesn't seem to— he's so dehydrated— his lips are dry and chapped [crying]."
Fractures,"Swelling, Arrhythmia, Pain","It's h-happening again—I— I just can't catch my breath. [gasping] I'm trying to stay calm but it's too hard—can't control this frightening pounding in my chest. [wheezing] Just— constant, unbearable, drumming… feels like my heart is going to explode any minute. It's hard to focus on anything—my head is just… spinning. My throat's on fire, d-dry and scratchy. I've got this disgusting bitter taste lingering in my mouth, nothing seems to help! [coughing] Non-stop tremors, like…like a leaf in the wind, can't seem to hold— [drops phone]—oh gods, now I'm nauseous… I'm [whispering] scared… I— I need help. [sirens in distance]"
Spinal Injury,"Unconsciousness, Numbness, Burns","I— I need— I need help— [wheezing], I— I can't catch my… my breath. [whispering] I feel— I feel like I— I'm suffocating… My chest— my chest hurts so much… I— I've never felt— [gasping] like this before. My lungs— I feel… it's like I'm breathing— breathing through... a straw…

And… and the chills. Cold—so cold... even though I’m… I’m burning up… I— I think I'm— um— I'm running a fever. And it hurts… it hurts to move… it hurts to— to even breathe, you know… [coughs] And I— I… can't taste— can't smell anything… It's— it's, um… it's terrifying… I— I really need help..."
Spinal Injury,"Burns, Paralysis, Unconsciousness","Oh— oh my God, I— I need a—an ambulance— right now. My husband— [coughing], he's sweating like crazy— soaked through all his clothes, even though it's freezing in here— [heavy breathing]. He can't—he can't seem to catch his breath— [gasping] it's like he's drowning— and he has this terrible pain in his chest— [whimpering]. He's hardly ever sick, you know, never has a fever. But he was so hot to touch, like— like a furnace— [crying]. And his heart— it's pounding like it's going to burst out of his chest— [hysterical sobbing]. Dammit, help us, please!"
Spinal Injury,"Paralysis, Arrhythmia, Burns","Oh God, I— I need help— [whispering] She— she can't breathe at all... [wheezing] Her chest is tightening. There's this horrible, dry cough— [coughing] Shit, it's non-stop um...um... she's drenched in sweat, even though it's so cold here. [gasp] She's so pale and... and there's this r— rash all over her body. Please, you gotta... gotta... [sobbing] 

[wheezing] Uh, her temperature... it's reading 103.4... she's on fire... [whispering] She's shaking — like — like a leaf in the wind. Hallucinations... [gasping] she's saying something about... about rainbow dogs... [crying] God, she's— she's never been like this... [breathing heavily] It's not good... I— I'm so frightened... hurry, please... [sobbing in the background]"
Spinal Injury,"Unconsciousness, Paralysis, Numbness","I— uh, I don't know what's— [breathing heavily] wrong with him. He's breaking out in— in a cold sweat, all over. It's like he's— uh, like he's been out in the snow or something. Uh, and he's— he's so weak. He can barely stand, can hardly— [crying] hardly keep his eyes open. 

His lips are, um, they're blue-ish. He— he's confused. Keeps talking about— about things that don't, [gasping] that don't make sense. I... I don't know what to do! [sobbing] Please, you have to send help right away!"
Spinal Injury,"Numbness, Burns, Arrhythmia","Oh God, I— uh… I need help. My husband, he's— he’s fallen. I— I don't— [choking back tears] don't know what to do. His chest, it uh— it looks weird, kinda wavy… And he’s coughing— [coughing in distance] can you hear that? His cough— it's like nothing I've ever heard. 

His breath— [gasping through tears] his breath is so heavy… and his face… It’s pale, so pale. And his body, it's all— all— all clammy. And those chills… He keeps saying he's cold, even though it’s— it's uh— it’s so warm in here. Yeah, he’s sweating too… profusely. [steady rain outside] Oh God— please send help! [sobbing]"
Spinal Injury,"Paralysis, Numbness, Unconsciousness","I— I need help— [gasping] My husband is— he isn't right. [sniffles] His chest— his chest is hurting, it's real bad. [sobs] He can't— he can't breathe well, it's— it's like he's been running or something, but he hasn't. [wheezing] And he's confused, too, he— he doesn't— [choked up] he doesn't know where he is...

[heavy rain in the background] Now— now he's got a headache, it's severe. Is— is there something I should do? [gulp] Wait, now he's vomiting! Oh, God— what, what's happening? He's cold— so cold and his skin— [whimpering] his skin is turning blue. Please, please send help right away!"
Spinal Injury,"Unconsciousness, Burns, Arrhythmia","Oh God— I— I need help. [gasping] I can't stand up. My body is so w-weak, shaky like a leaf in the wind, [sighs] I'm burning up and I keep getting these chest p-pains. They feel like— like someone's hammering a nail into my heart. My throat's all swollen too, [coughing] so hard just to swallow.

[whispering] There's this horrible r-ringing in my ears, can't hardly hear myself think over it. [sobbing] Please... I'm so dizzy— everything is just spinning around, and I just c-can't— [crying] can't stop sweating. My skin’s on fire. Oh god, please help."
Spinal Injury,"Burns, Paralysis, Unconsciousness","Uh—I— I just found my husband. H—He’s— [breathing heavily] on the ground— not moving at all. His skin, it's— [sobbing] it's so pale and cold to the touch. He— he was complaining about pains in his chest, just an hour ago and— and now— [coughing, gasping] his breathing— it’s so slow and shallow. [crying] I— I can't find a pulse. 

[sirens in distance] My daughter, she's only five— she saw him collapse right in front of her. She's just sitting there, shivering— I mean uncontrollably— legs just jerking weirdly. She's coughing too, like she can't get enough oxygen. Her lips, they're— [gasping] oh god, they're turning blue!"
Spinal Injury,"Burns, Numbness, Paralysis","Oh God— I— I need help— [gasping]— He's not— he's not well. He... uh... suddenly went all pale and... and his eyes, they— they're just... I don't know— glassy or something. And he's so sweaty, even though it's cool in here. Uh... he... he's also having these awful fits of coughing— [coughing]— and he... he's barely conscious... I think. He's so unsteady, almost fell twice. [whispering] Help, please."
Spinal Injury,"Paralysis, Arrhythmia, Unconsciousness","Oh God— I— I don't know what's going on— [crying] I— I'm not feeling so great... My—aah, my chest… It's so heavy. Like… like an elephant is sitting on my chest. [breathing heavily] And my left arm! It's gone all numb and tingly... I can barely lift it. [gasping] And my, my vision... it's all blu—blurry. It's... it's getting worse and worse... [wheezing] God... I just... I need help... Please...

[coughing] No— No I'm not drunk, I swear... But I... I've got this headache, like nothing I've ever felt before... And wha— what's this? [choking sob] My skin... it's all clammy and cold... [sobbing] I— I can't... I can't catch my breath... [gasping then silence]... Please... Please. Hurry..."
Venomous Animal Injury,"Burns, Arrhythmia","I— I don't know what's— [breathing heavily] happening but, something's wrong. My sister, she's— she was just playing outside and then she— [gasping] oh my God... The skin, it's turning blue. Like— like she's not getting air or something— [whispering].

My God, she's so hot to touch, like burning up. Her head is aching bad too and... I don't... I don't know what to do— [sobbing]. [Sirens in the distance] Oh, please hurry! It hurts so much to even touch her, feels like... like her skin is on fire. Please... Please help us!"
Venomous Animal Injury,"Arrhythmia, Burns","Um— hello? I— I need help— [heavy breathing] my friend— he— he— fell down and— and he's not— not moving… [sniffles]. His skin— it's— it's all cold and— and clammy, you know? [soft crying] and— and he's breathing, but it's— it's shockingly fast like— like he can't catch his breath. [sobbing] Please… send someone— anyone— fast. I— I don't know what to do… [wheezing]

He— he woke up this morning— [sniffle] feeling so hot, like— a fever, and now he's— he's shaking badly, like— he's freezing or something… [sighs]. I— I’ve tried to wake him up— no response… [whispering] please, I’m really scared. I don’t know if— if it’s severe dehydration or something worse. Just— please hurry… [Sirens in the distance]"
Venomous Animal Injury,"Burns, Arrhythmia","I— I need help. Oh, God. She— she's having trouble breathing, she's just gasping for air— [gasping] like she can't get enough. And— and she's coughing a lot, too— [coughing] really hard. It's like she— I don't know, like she can't stop— [sniffling] she just can't stop.

Her cheeks, they've got this weird, deep red color— [voice cracks] and they're burning up. Like, way too hot. And she keeps saying her chest hurts— [breathing heavily] like it's just too tight, too tight to breath. Oh God, please— [crying] can anyone come quickly?"
Venomous Animal Injury,"Arrhythmia, Burns","Oh—oh god—please— [gasping] I need help... [sirens in distance] I was just—just walkin', and this guy... This guy, he's uh— he's not lookin' so good. He's sweatin' a lot— [crying] Oh, it's awful... his skin is like ice... 

His—um—he's breathing super fast... [breathing heavily] and he's all pale and shaky. Just—just collapsed out of nowhere. Oh god—his eyes... [sobbing] They're all glassy looking, like he's not even here. Uh... uh... please—please come quick."
Venomous Animal Injury,"Arrhythmia, Burns","Oh G—God... I— I need help. He's down [sobbing], he just suddenly collapsed. S—so weak, so out of breath like he just ran a marathon. And he won't stop coughing. Oh God, it sounds so terrible, like his lungs are full of water, like he's drowning [coughing in the background]. He's so hot, his skin is like a furnace, and he... he's shaking... shaking uncontrollably like he's freezing cold [sirens in distance]. His face is turning— I don't know— kind of blue. He's gasping— [gasping] can't catch his breath. Please. H—help."
Venomous Animal Injury,"Burns, Arrhythmia","Oh god— [wheezing] It's so hard to breath, I can't get air... And uh— I keep getting dizzy, uh like— like I'm about to just...pass out or something. Oh god, my chest. Um, it feels like— [coughing] like someone's kneeling on it. [sobbing] And there's this, uh, this bad heaviness in my legs, I can't—uh, I can't even stand up. Oh, and I'm so tired. I— I haven't been able to sleep for days, it's— it's like I can't uh... [breathing heavily] Can't switch my brain off. Oh god, please, [gasping], I need help, I need help right now!"
Venomous Animal Injury,"Burns, Arrhythmia","I— I just need someone— anyone— [sobbing] to help me. I. I can't breathe right. [wheezing] It's like my chest's been squeezed by a vice. And I— I'm all dizzy, light-headed. It hurts, oh God, it hurts so bad [groaning]. My heart's beating like a trip hammer— thump-thump-thump-thump. And my— my skin feels all clammy, sticky. This— this isn't right. [coughing] My insides feel like they're— they're on fire, it's so hot.

And all at once, my vision is going blurry— I can't— I can't make out the words on my phone. [gasping] I can't grip anything right— I keep dropping things. [crashing sound] And I— [voice shaking] I need help. Please— anyone. Help me. [sirens in distance]"
Venomous Animal Injury,"Burns, Arrhythmia","I... I need help— [breathing heavily] my uh— my friend, he— he just col—col—collapsed [sobbing] on the floor. He's not, uh, getting up. [Wheezing] He—He's so pale—skin just as white as a sheet. [Whispering] And it's so cold... his skin I mean. It's... it's icy cold [gasping] and... and he's shivering, shaking like... like a leaf in the wind. [Sobbing] Please... Send someone!"
Venomous Animal Injury,"Arrhythmia, Burns","Uh— hello? [winces in pain] I— I need help. My—my chest, it— it feels so tight— like, I can't— can't even breathe. And there's this constant, squeezing pain, right here [crying]— no, it's not going away. It's— it feels like— like something is just sitting on my chest— [gasping for air] it's so heavy. Also, I've been sick to my stomach, throwing up. Can barely even keep water down— it hurts to even drink, you know?

God— [whispering] there's more, but my head is just ringing— I can't think straight. Everything is blurry, spinning [holds back a sob], and my arms— they're numb, tingling. Please— [voice shaky] I need help."
Venomous Animal Injury,"Arrhythmia, Burns","Oh God, I— I'm kind of freaking out— I— I need help—. I'm [breathing heavily] really short of breath and my heart's racing like a, like a freight train. [sighs] I tried to cool off in the shower but I— I just couldn't stop sweating—. I— I felt so dizzy, everything just started spinning— spinning out of control. [sobbing] My chest, it's also hurting real bad. I never felt this before."
Climate Injury,"Burns, Arrhythmia","Oh God— I— um— God, I need help. I can't— [breathing heavily] I can't handle this. My knees are shaky, like— like jelly and I don't— I don't think I can stand. My chest, it's so heavy… [coughing] I can't breathe around it. It's like a— a um, a— a weight's been placed right just— right there. My skin, it's uh hot but I'm not— [sighs] I'm not sweating. I should be sweating, right? But I'm not. I can't— [wind] I— oh God, it's happening again. I'm seeing things— seeing shapes and people who aren't there. It's hard to— to concentrate, to keep everything— [whispering] everything straight. Can you send help? I don't think— I don't think I can handle this alone."
Climate Injury,"Burns, Arrhythmia","Oh God—[sighs] um… um, you gotta help me, o-okay? I been feeling—uh, just terrible. So dizzy and… and [gasping] I can barely breathe y'know? My chest's killing me, feels like—like someone's sitting on me… And [breathing heavily] my head's pounding— I can't, um, can't think straight. I'm really cold, shivering all the time. And, um… my throat—it's th-th-throbbing. S-so sore, can’t swallow anything. I— I [sobbing] I’m a-alon— alone’e here. [coughing] Yeah, ‘n can't stop coughing. [gasping] I feel—feel lightheaded. [whispering] Please… send help."
Climate Injury,"Burns, Arrhythmia","I— I just— [sighs] this isn't right. My chest is so tight, uh, it— it feels like, like there's a giant rock on it and I— I can't breathe. I can't get a full breath in, like I— I'm gasping for air. [gasping] My head's spinning now, I— I think I'm gonna pass out, uh… The room is— it's getting blurry and— and I can't stand up straight. It's like I've been spinning for hours. [wheezing] My fever's through the roof too— too hot to even think straight, uh— and there's this rash on my skin, it's… it's like small red dots. Can't— can't even touch them, they're so sensitive. I— [coughing] I really need help right now!"
Climate Injury,"Burns, Arrhythmia","[sobbing] I...uh, I really need help— right now! My husband, he's just lying here— and he's so pale, I mean, whiter than I've ever seen him. His hands, they're like ice and he's cold— so terribly cold. Uh, he keeps saying his head is spinning and he's got...uh...this awful cough— [coughing in distance]—you hear that? It's non-stop and it's getting worse! I—I can't get him to wake up...his breathing is shallow, like a whisper— [whispering] just like a whisper...and, oh God his...his eyes are bloodshot...I've never seen him like this before. Please— you gotta send someone, he's...he’s just not right..."
Climate Injury,"Arrhythmia, Burns","I— I— I— [gasping] I don't… I don't know what to do. My dad, he's just so sick… [crying] He's been stuck in bed for days. Can barely move, just… just lays there and sweats. You know, he— he's really warm… feverish. And he just keeps shaking. Uncontrollable shaking. And his chest, he won't… he won't stop coughing… it's like… [wheezing]

[coughing] you can hear it right? I— I can't… um… that's him, that's his cough. But he's— he's… the cough is persistent, that's all day and it's so dry. Deadly dry. He's in such pain, such horrible horrible pain… He's coughing so badly… [sobbing] He's— he's not eating, not at all, says he's— he's lost his taste, I— I dunno. He looks so weak… Please… someone needs to help him… [sirens in distance]"
Climate Injury,"Burns, Arrhythmia","Oh God— I— I need help, my— my husband's in trouble. He— [breathing heavily] he can't breathe right, like— [gasping] like gasping for air. That's not all, he's been having these terrible headaches, sweat is— sweat is pouring down his forehead, can't— can't even open his eyes it hurts so much. [Sobbing] He's unable to move, like— like his whole body is just— [crying] too weak to even lift a finger.

Chills, bad chills. [Whispering] His teeth— they're chattering, it's not— not even cold. Skin is ice-cold, I— I touched him, he's— he's colder than winter. No— no appetite, hasn't eaten in days. [Sirens in distance] I— I don’t know what… whatever this is, it's— it's come on so fast. Oh God, please… please hurry!"
Climate Injury,"Arrhythmia, Burns","Oh God— [heavy breathing] I need— need help. I'm with my grandpa and he's— he's not okay. He just— uh— slumped over, right on his breakfast. His whole face is— it's drooping on one side, and [frustrated sigh] he can't seem to stand up. He's all wobbly and unsteady, trying to grip onto the table but his firm hand... couldn't manage to, um, keep a hold. His speech is all... garbled and hard to understand. He can't... move his arms either, especially the left one, and his eyes— his eyes are all blurry and squinting. Please hurry!"
Climate Injury,"Arrhythmia, Burns","I— I can't— [gasping] I can't breathe right... [sobbing] my chest is— is so tight, and uh... and there's this— this awful pain shooting down my left arm... [strained] my jaw’s hurting real bad. And um... I— I feel— [whispering] I feel light-headed, so dizzy... [breathing heavily] and extremely sweaty... I didn't do anything, I swear, It just... just started happening. Please, I need— [coughing] I need help!"
Climate Injury,"Arrhythmia, Burns","Oh God— I, uh— I need— I need help right away! My husband, he— [gasping] he just fell over and he's barely breathing anymore! I— I can't wake him up, and his skin is— it's all cold and pale, he's drenched in sweat! God, he was just— [crying] he was just complaining about something hurting him in his chest, and then this happened. He—um, he has never been so weak, not like this— [sobbing]. Please, I'm in panic here. These symptoms... I— I don't know what's happening to him! [sirens in distance]."
Climate Injury,"Arrhythmia, Burns","I— I need help— [gasping] Oh God... I can't b-breathe properly— [wheezing] I feel dizzy... I've got this intense... uh... chest pain. [sobbing] My skin... I think... I think it's turned blu-blue. Can't keep anything down, keep throwing up... can't... can't even stand straight without feeling like I'm bout to topple over. [whimpers] Please, please, I'm alone here... [whispering] I'm so scared..."
